US 500 (Dec) >2080.0 (4:15PM)	,	20:04.1	,	75.875
US 500 (Dec) >2080.0 (4:15PM)	,	20:06.0	,	75.375
US 500 (Dec) >2080.0 (4:15PM)	,	20:05.6	,	75.625
US 500 (Dec) >2080.0 (4:15PM)	,	19:39.4	,	76.625
US 500 (Dec) >2080.0 (4:15PM)	,	19:44.6	,	76.375
US 500 (Dec) >2122.5 (4:15PM)	,	19:45.1	,	18.375
US 500 (Dec) >2122.5 (4:15PM)	,	19:38.1	,	18.625
US 500 (Dec) >2122.5 (4:15PM)	,	20:06.0	,	17.875
US 500 (Dec) >2122.5 (4:15PM)	,	20:17.7	,	17.875
US 500 (Dec) >2122.5 (4:15PM)	,	19:23.9	,	18.375
US 500 (Dec) >2122.5 (4:15PM)	,	19:05.1	,	18.375
US 500 (Dec) >2122.5 (4:15PM)	,	19:11.3	,	18.625
US 500 (Dec) >2134.5 (4:15PM)	,	20:36.4	,	8.875
US 500 (Dec) >2134.5 (4:15PM)	,	20:04.3	,	8.875
US 500 (Dec) >2146.5 (4:15PM)	,	19:38.1	,	3.625
US 500 (Dec) >2146.5 (4:15PM)	,	19:44.8	,	3.375
US 500 (Dec) >2146.5 (4:15PM)	,	19:11.3	,	3.625
US 500 (Dec) >2146.5 (4:15PM)	,	19:04.3	,	3.375
US 500 (Dec) >2146.5 (4:15PM)	,	19:23.8	,	3.375
US 500 (Dec) >2038.5 (4:15PM)	,	20:04.0	,	93.375
US 500 (Dec) >2050.5 (4:15PM)	,	20:04.0	,	87.875
US 500 (Dec) >2062.5 (4:15PM)	,	20:17.4	,	79.625
US 500 (Dec) >2062.5 (4:15PM)	,	20:12.4	,	79.625
US 500 (Dec) >2062.5 (4:15PM)	,	20:11.8	,	79.375
US 500 (Dec) >2062.5 (4:15PM)	,	20:04.0	,	79.875
US 500 (Dec) >2062.5 (4:15PM)	,	20:36.4	,	79.625
US 500 (Dec) >2062.5 (4:15PM)	,	20:35.7	,	79.375
US 500 (Dec) >2062.5 (4:15PM)	,	20:47.3	,	79.375
US 500 (Dec) >2086.5 (4:15PM)	,	20:46.9	,	56.375
